id,classification,score,category,archive_relative_path,original_name,extension,bytes,sha256,source_occurrences,sheet_count,sheet_names,formula_count,has_macros,inspection_status,signals
cd4e89d944e757af,drilling_calculation,9,hydraulics,files/hydraulics/powerlawpipeturbulent--cd4e89d944e7.xlsx,PowerLawPipeTurbulent.xlsx,.xlsx,1027536,cd4e89d944e757af36b8738d59b5d1dceea2c08696be6ab094583cdb57af1498,1,4,Test Case | Trials | Data | Screenshots,626,False,openxml-inspected,filename-domain:PowerLaw;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
80929f251aead383,drilling_calculation,9,hydraulics,files/hydraulics/powerlawpvivsprototype--80929f251aea.xlsx,PowerLawPVIvsPrototype.xlsx,.xlsx,1036271,80929f251aead383006bbad919043142e59adbfe1944ed8d1761f1c976b4f970,1,4,Test Case | Trials | Data | Screenshots,271,False,openxml-inspected,filename-domain:PowerLaw;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
5eb097b4508eedac,drilling_calculation,8,hydraulics,files/hydraulics/powerlawsbpandrotary--5eb097b4508e.xlsx,PowerLawSBPAndRotary.xlsx,.xlsx,595993,5eb097b4508eedac29601b1f39e7bb454a36c8f2808e9af75087dbf147171310,1,3,Sheet1 | Pipe | Ann,13,False,openxml-inspected,filename-domain:PowerLaw;path-domain:hydraulics;path-calculation-term;contains-formulas
aaa642ca1d4178f6,drilling_calculation,7,hydraulics,files/hydraulics/pvi-intervals-match-kedar--aaa642ca1d41.xlsx,PVI-Intervals_match-Kedar.xlsx,.xlsx,472283,aaa642ca1d4178f654eb1f4fdfbae8f90dbfdf906f4dac7d7adb5cb77711934c,1,4,Test Case | Trials | Data | Screenshots,521,False,openxml-inspected,filename-validation-term;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
07703bad7ed83b8e,drilling_calculation,8,hydraulics,files/hydraulics/pvt607831360--07703bad7ed8.xlsx,PVT607831360.xlsx,.xlsx,13308,07703bad7ed83b8eefcf0ad84c3ae37b0e32554095f0b5048d760bbc19bf862d,1,3,Sheet1 | Sheet2 | Sheet3,40,False,openxml-inspected,filename-domain:PVT;path-domain:hydraulics;contains-formulas;formula-rich
a152748f5aed45bb,drilling_calculation,8,hydraulics,files/hydraulics/pvttemplate--a152748f5aed.xlsx,PVTTemplate.xlsx,.xlsx,8746,a152748f5aed45bb5c4084a831b151858484a4078c75e215ad6dd31afc261027,1,3,Sheet1 | Sheet2 | Sheet3,0,False,openxml-inspected,filename-domain:PVT;filename-calculation-term;path-domain:hydraulics
86bfc7a842aae7f0,drilling_calculation,9,hydraulics,files/hydraulics/rheology--86bfc7a842aa.xlsx,Rheology.xlsx,.xlsx,12630,86bfc7a842aae7f0de3960b47b71b92350597bd5b3e0ffe6b3001e7ce1cc3df3,1,3,Sheet1 | Sheet2 | Sheet3,43,False,openxml-inspected,filename-domain:Rheolog;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
56583a81cfd6535e,drilling_calculation,10,hydraulics,files/hydraulics/turbulentfricfactormatch--56583a81cfd6.xlsx,TurbulentFricFactorMatch.xlsx,.xlsx,1037406,56583a81cfd6535edde9846d68db26d1f0fced438bf9c72f28568f0b53cf8ffa,16,4,Test Case | Trials | Data | Screenshots,765,False,openxml-inspected,filename-domain:FricFactor;filename-validation-term;path-domain:hydraulics;contains-formulas;formula-rich
99541520e60d10a5,drilling_calculation,7,hydraulics,files/hydraulics/validation-intermediateandotherdata--99541520e60d.xlsx,Validation-intermediateandotherdata.xlsx,.xlsx,3206920,99541520e60d10a588b56840584e55a3a1b1bb12255973b77bf4fb283ec69133,1,3,Sheet1 | Sheet2 | Sheet3,12828,False,openxml-inspected,filename-validation-term;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
6abd1401132ecde4,drilling_calculation,10,hydraulics,files/hydraulics/validationpowerlawnextmatch--6abd1401132e.xlsx,ValidationPowerLawNextMatch.xlsx,.xlsx,1024335,6abd1401132ecde4cc5dc3a2d4dff85c501d82ad6ae21b494818b0ef6a4c48f6,16,4,Test Case | Trials | Data | Screenshots,481,False,openxml-inspected,filename-domain:PowerLaw;filename-validation-term;path-domain:hydraulics;contains-formulas;formula-rich
ccf2bd54db46ebc5,drilling_calculation,10,hydraulics,files/hydraulics/validationtemplate-bp--ccf2bd54db46.xlsx,ValidationTemplate BP.xlsx,.xlsx,32197,ccf2bd54db46ebc55bd1288f6102cbe69bdd995c838848b36973729549b6426e,2,4,Test Case | Trials | Data | Screenshots,481,False,openxml-inspected,filename-calculation-term;filename-validation-term;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
c489fe62048a52c6,drilling_calculation,10,hydraulics,files/hydraulics/validationtemplate-pl--c489fe62048a.xlsx,ValidationTemplate PL.xlsx,.xlsx,32089,c489fe62048a52c6492dbb2e6d1cfe4af05484cf97843879a7c71cabfa9c5376,2,4,Test Case | Trials | Data | Screenshots,481,False,openxml-inspected,filename-calculation-term;filename-validation-term;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
04fb7368e003571e,drilling_calculation,9,hydraulics,files/hydraulics/validationtemplate--04fb7368e003.xlsx,ValidationTemplate.xlsx,.xlsx,29338,04fb7368e003571e840c8b17800900a58b9ef3b6a5846b1196d6fd3634b1d370,2,4,Test Case | Trials | Data | Screenshots,481,False,openxml-inspected,filename-calculation-term;filename-validation-term;path-domain:hydraulics;contains-formulas;formula-rich
1e6ff4d7941da18d,drilling_calculation,9,hydraulics,files/hydraulics/validationtemplate--1e6ff4d7941d.xlsx,ValidationTemplate.xlsx,.xlsx,447686,1e6ff4d7941da18d4b68f8d6c45d3e77e7e0e6417f25624dc67c365885f72cd7,18,4,Test Case | Trials | Data | Screenshots,481,False,openxml-inspected,filename-calculation-term;filename-validation-term;path-domain:hydraulics;contains-formulas;formula-rich
af96303bd2882c28,drilling_calculation,9,hydraulics,files/hydraulics/validationtemplate--af96303bd288.xlsx,ValidationTemplate.xlsx,.xlsx,448122,af96303bd2882c282bcdd8cf7a0c70b17cd42578e6963a6f7718471027a7031a,1,4,Test Case | Trials | Data | Screenshots,481,False,openxml-inspected,filename-calculation-term;filename-validation-term;path-domain:hydraulics;contains-formulas;formula-rich
2f31e7e9f41839d2,drilling_calculation,14,hydraulics,files/hydraulics/wft-hydraulics-spreadsheet-v2--2f31e7e9f418.xlsm,WFT Hydraulics Spreadsheet V2.xlsm,.xlsm,1118744,2f31e7e9f41839d2fd7bb55a2bf7898cae14569e46e1e3e379d464b9149d9559,1,20,Hole & pipe profiles | Pump data | Aleksandar_Stojic@hotmail.com | StojicAleksandar@Yahoo.com | Mud data | Bit data | Sections profiles | Report | Swab&Surge | Kick&Kill | KickTol. | Volumetric KickTol | Kill Report | Hole cleaning | Surveys | 3D Profile | Well Plan | Directional plots | OpenReport | Help,26922,True,openxml-inspected,filename-domain:Hydraulic;filename-calculation-term;path-domain:hydraulics;contains-formulas;formula-rich;sheet-domain:hydraulics;contains-vba-project
ed945bbfd0732f3a,drilling_calculation,12,hydraulics,files/hydraulics/ypllargescalesimulation--ed945bbfd073.xlsx,YPLLargeScaleSimulation.xlsx,.xlsx,180872,ed945bbfd0732f3a4b74f452fa6e7ece228f6b29bcccec376b5f9c5028b279fd,2,3,Sheet1 | Ann | Pipe,94,False,openxml-inspected,filename-domain:YPL;filename-calculation-term;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
30cdfd3f5cc38e9d,drilling_calculation,12,hydraulics,files/hydraulics/ypllargescalesimulationlowregime--30cdfd3f5cc3.xlsx,YPLLargeScaleSimulationLowRegime.xlsx,.xlsx,12021964,30cdfd3f5cc38e9d92ec739fc9ba8f45d190158d44be506973155bf7317ca2b0,2,3,Sheet1 | Ann | Pipe,90803,False,openxml-inspected,filename-domain:YPL;filename-calculation-term;path-domain:hydraulics;path-calculation-term;contains-formulas;formula-rich
b147eb91b2f2fd18,drilling_calculation,10,thermal,files/thermal/hyperline-tm-smart-toolbox-v5--b147eb91b2f2.xlsm,HyperLine TM Smart Toolbox v5.xlsm,.xlsm,49527039,b147eb91b2f2fd18646467dc965892340afd1438f87a53ca92ed55f4ea85e7f5,1,43,Release Notes | Smart ToolBox | DHM Selection Wizard | Wizard Calc | sLife Predictor | DLS Predictor | DLS Calculations | DLS Graph | sLife Calc | RN Calculator | RN Calculations | Spec Sheet Gen | Spec Sheet Gen Color | SSG Calc | mDrop | mDrop Calc | PS Evaluator | PSE Calc | SM Calculator | JSA Calculator | JSA Calc | PS Designer | PS Designer Calc | Main | Sensitivity | Results | Motor Database | Bearing Pack Database | Units Conversion | Power Section Spec | Thermal | Hydraulics | Wear | Swelling | Performance | Compatibility Tests | Materials | Hysteresis | Countries and Districts | Tracking | Tracking SMC | Program Parameters | Cas Jam Calc,28879,True,openxml-inspected,filename-calculation-term;contains-formulas;formula-rich;sheet-domain:thermal;sheet-calculation-term;contains-vba-project
348dd5eb51c7fac7,drilling_calculation,8,thermal,files/thermal/spt-geothermal--348dd5eb51c7.xlsx,SPT - Geothermal.xlsx,.xlsx,19591,348dd5eb51c7fac7103c41dff30d9445d67cc90c4fd179a58af654193988452c,1,1,Sheet1,357,False,openxml-inspected,filename-domain:thermal;path-domain:hydraulics;contains-formulas;formula-rich
dc888cd53f297b84,drilling_calculation,10,thermal,files/thermal/thermal-model-u-calc-data--dc888cd53f29.xls,Thermal Model U calc data.xls,.xls,332800,dc888cd53f297b84d2a8d0975663f6240ce30c60d9fbf041690a53365dc43524,1,0,,,False,binary-format-metadata-only,filename-domain:Thermal;filename-calculation-term;path-domain:thermal;path-calculation-term;binary-format-name-evidence
399cbdbf28c48f34,drilling_calculation,9,torque-drag-drillstring,files/torque-drag-drillstring/bending-strength-make-up-torque-calc--399cbdbf28c4.xls,Bending Strength & Make Up Torque Calc.xls,.xls,392704,399cbdbf28c48f349e7980d4cbe618d9aa5a1aa6b4e68b0e36fd414fe99b6798,1,0,,,False,binary-format-metadata-only,filename-domain:Bending Strength;filename-calculation-term;path-calculation-term;binary-format-name-evidence
261356ca402063dc,drilling_calculation,9,torque-drag-drillstring,files/torque-drag-drillstring/connection-calc--261356ca4020.xls,Connection Calc.xls,.xls,64512,261356ca402063dc0b1731e45c07a5ded0123c2b84c3e363693a8b8a96713d57,1,0,,,False,binary-format-metadata-only,filename-domain:Connection Calc;filename-calculation-term;path-calculation-term;binary-format-name-evidence
431420c5c348232e,drilling_calculation,10,torque-drag-drillstring,files/torque-drag-drillstring/drillstring-design--431420c5c348.xls,Drillstring_Design.xls,.xls,45056,431420c5c348232e00cdc22aee169a72585d11aeb7b027106c9f9d544fd0670e,1,0,,,False,binary-format-metadata-only,filename-domain:Drillstring;filename-calculation-term;path-domain:general-drilling;path-calculation-term;binary-format-name-evidence
a09760979bc979fd,drilling_calculation,10,torque-drag-drillstring,files/torque-drag-drillstring/ds-design-spreadsheet--a09760979bc9.xlsm,DS_Design_Spreadsheet.xlsm,.xlsm,155387,a09760979bc979fd4c78597f6803bb53a6a86c9dd2c71d251ed166a76778c6d7,1,13,Definition | Critical Buckling | DP Buckling Graph | Tube Tension & Collapse | Tube Combined Load Capacity | Connection Make-up & Yield | Connection Performance Data | Combined Pipe & Connection Data | Rotary Shouldered Dimensions | Pipe Dimensions | Dialog1 | Lookup | Module2,563,True,openxml-inspected,filename-calculation-term;path-domain:general-drilling;contains-formulas;formula-rich;sheet-domain:torque-drag-drillstring;contains-vba-project
1e6f56798a002c5f,drilling_calculation,9,torque-drag-drillstring,files/torque-drag-drillstring/load-vs-torque-calculator--1e6f56798a00.xls,Load Vs Torque Calculator.xls,.xls,37376,1e6f56798a002c5f4b5120161ac7ae87c16b882ac9f3ea2f19164be627c7a210,1,0,,,False,binary-format-metadata-only,filename-domain:Torque;filename-calculation-term;path-calculation-term;binary-format-name-evidence
332bc3b3c75e571d,drilling_calculation,7,torque-drag-drillstring,files/torque-drag-drillstring/result--332bc3b3c75e.xlsm,RESULT.xlsm,.xlsm,27757,332bc3b3c75e571db04afc4358c402680ad529abd4b4c3bdbb877f0e61848f51,3,3,BHA_DATA | DRILL_STRING_DATA | BOREHOLE_DATA,41,True,openxml-inspected,path-domain:general-drilling;contains-formulas;formula-rich;sheet-domain:torque-drag-drillstring;contains-vba-project
e2a8f7179c81b8c0,drilling_calculation,8,torque-drag-drillstring,files/torque-drag-drillstring/result--e2a8f7179c81.xlsm,RESULT.xlsm,.xlsm,26615,e2a8f7179c81b8c08729cde57d06bdbaac8ba5111a35ada74613a9ede9e4385c,1,3,BHA_DATA | DRILL_STRING_DATA | BOREHOLE_DATA,41,True,openxml-inspected,path-domain:general-drilling;path-calculation-term;contains-formulas;formula-rich;sheet-domain:torque-drag-drillstring;contains-vba-project
ae9533001ab5aa68,drilling_calculation,9,torque-drag-drillstring,files/torque-drag-drillstring/stress-calcuator--ae9533001ab5.xls,Stress Calcuator.xls,.xls,26112,ae9533001ab5aa68d32a0ef1abd62653593a788b1c5513df7542387d777e2ff2,1,0,,,False,binary-format-metadata-only,filename-domain:Stress Calc;filename-calculation-term;path-calculation-term;binary-format-name-evidence
fa4a08f6c42eb693,drilling_calculation,8,torque-drag-drillstring,files/torque-drag-drillstring/test-9-2-dragupanddown--fa4a08f6c42e.xlsx,Test_9_2_DragUpandDown.xlsx,.xlsx,61381,fa4a08f6c42eb693425b524faa802ac38947d33833d44404534139b56781992e,1,3,Sheet1 | Sheet2 | Sheet3,1362,False,openxml-inspected,filename-domain:Drag;path-domain:general-drilling;contains-formulas;formula-rich
48e84a7374ffc7ba,drilling_calculation,9,torque-drag-drillstring,files/torque-drag-drillstring/torque-calculator-double-shoulder--48e84a7374ff.xls,Torque Calculator Double Shoulder.xls,.xls,42496,48e84a7374ffc7ba1073e73596283d320a686d5c8e066a29b920e7a16984fc4a,1,0,,,False,binary-format-metadata-only,filename-domain:Torque;filename-calculation-term;path-calculation-term;binary-format-name-evidence
320f71bf493043d3,drilling_calculation,9,torque-drag-drillstring,files/torque-drag-drillstring/torque-on-bit-calcs--320f71bf4930.xls,Torque on Bit calcs.xls,.xls,15872,320f71bf493043d3a04f02e4bf74b55a0c61afe686184e1fb46ce3d604571abc,1,0,,,False,binary-format-metadata-only,filename-domain:Torque;filename-calculation-term;path-calculation-term;binary-format-name-evidence
ad8281d5b5ff5bf8,drilling_calculation,9,torque-drag-drillstring,files/torque-drag-drillstring/torque-on-bit-calcs--ad8281d5b5ff.xls,Torque on Bit calcs.xls,.xls,15872,ad8281d5b5ff5bf8f2d2de3e6838018b7a5a3476f8cb545ac714c92d87e3062f,1,0,,,False,binary-format-metadata-only,filename-domain:Torque;filename-calculation-term;path-domain:general-drilling;binary-format-name-evidence
5a338156f0e62d7c,drilling_calculation,7,torque-drag-drillstring,files/torque-drag-drillstring/tubular--5a338156f0e6.xlsm,Tubular.xlsm,.xlsm,33527,5a338156f0e62d7c79685e1a2a23ba204d0a7a0ab4b0b58411a99f0d9171e938,1,6,BHA | DrillString | Borehole data | logic | Лист1 | Лист2,143,False,openxml-inspected,path-domain:general-drilling;path-calculation-term;contains-formulas;formula-rich;sheet-domain:torque-drag-drillstring
1d0b997e43f13c8f,drilling_calculation,7,torque-drag-drillstring,files/torque-drag-drillstring/tudrp-drag-torque-vba--1d0b997e43f1.xls,TUDRP_Drag&Torque_VBA.xls,.xls,495104,1d0b997e43f13c8f889105c4a02a11f320bce4fe41575c13da43ef3ee9c86325,1,0,,,False,binary-format-metadata-only,filename-domain:Drag;path-domain:hydraulics;path-calculation-term;binary-format-name-evidence
659bcaadadb110f0,drilling_calculation,7,torque-drag-drillstring,files/torque-drag-drillstring/tudrp-drag-torque-vba--659bcaadadb1.xls,TUDRP_Drag&Torque_VBA.xls,.xls,337920,659bcaadadb110f0032e9b78a5c02c1a4a38509eec6b8c4c078937daf87f24a7,1,0,,,False,binary-format-metadata-only,filename-domain:Drag;path-domain:torque-drag-drillstring;path-calculation-term;binary-format-name-evidence
fd6bc4683cd208c1,drilling_calculation,7,torque-drag-drillstring,files/torque-drag-drillstring/tudrp-drag-torque-vba--fd6bc4683cd2.xls,TUDRP_Drag&Torque_VBA.xls,.xls,419840,fd6bc4683cd208c139e39d146ae34e8782b4c9128a12ee626b7a9de8dd4654bd,1,0,,,False,binary-format-metadata-only,filename-domain:Drag;path-domain:hydraulics;path-calculation-term;binary-format-name-evidence
dbfddbefee5b196d,drilling_calculation,7,uncategorized,files/uncategorized/calcvalidation-v3-rerun-xlsm--dbfddbefee5b.xlsb,CalcValidation_v3_rerun_XLSM.xlsb,.xlsb,25627016,dbfddbefee5b196dac47ec2c94a9c4c03a9f6582086817ffab1bf5e5ff1d62e4,1,0,,,False,binary-format-metadata-only,filename-calculation-term;filename-validation-term;path-calculation-term;binary-format-name-evidence
53335805f35b505d,drilling_calculation,8,uncategorized,files/uncategorized/validationtemplate--53335805f35b.xlsx,ValidationTemplate.xlsx,.xlsx,29282,53335805f35b505d869311fc81464149dea1ed71f9106c6b3b7b0b01871a041d,1,4,Test Case | Trials | Data | Screenshots,481,False,openxml-inspected,filename-calculation-term;filename-validation-term;contains-formulas;formula-rich
de6f0fc41517cd0b,drilling_calculation,10,well-control,files/well-control/gas-calculation-sheet--de6f0fc41517.xls,Gas calculation sheet.xls,.xls,63488,de6f0fc41517cd0b965eb637da6e6a3916b93670737bb46cc9a64c8aeac526eb,1,0,,,False,binary-format-metadata-only,filename-domain:Gas calc;filename-calculation-term;path-domain:well-control;path-calculation-term;binary-format-name-evidence
e729a48f04acf271,drilling_calculation,9,well-control,files/well-control/gascalcs--e729a48f04ac.xls,GASCALCS.xls,.xls,180736,e729a48f04acf271e20a33e7c654d2a41c4c1dca09f6218826c15c4462f645d3,1,0,,,False,binary-format-metadata-only,filename-domain:GASCALC;filename-calculation-term;path-calculation-term;binary-format-name-evidence
08779a41064fe720,drilling_calculation,9,well-control,files/well-control/oil-gas-calcs--08779a41064f.xls,Oil & gas calcs.xls,.xls,14848,08779a41064fe7208a3f51970f19d36a97f4f5fbc5e4a6705165b4a71031bace,1,0,,,False,binary-format-metadata-only,filename-domain:gas calc;filename-calculation-term;path-calculation-term;binary-format-name-evidence
